labels,data
0,status generate past 1 hour
0,online media extensibility fantastic good allow sort ability album picture video
0,currently sorting albums title acsending pictures albums creationtimestamp acesend good sorting photo hub code allow item sort title\creation timestamp\last update timestamp ascending\descend
0,hi force wp8 app upgrade wp81 behave differently resume cause massive headache
1,plea allow wmappmanifest selection box force legacy resume mode wp81 app function wp8
0,
0,thank
1,select app update message windows phone 8.1 notification center jump directly app download history instead jump store app history
0,currently additional unnecessary action require download history .. app update select notification center 1 expand menu bar 2 select download 3 swipe history
1,provide quick menu windows phone comparable win x menu windows 8(.1 possibility edit add menu item user
1,menu trigger press hold standard windows key
0,key combination free logical place quick menu
1,possible choose different sound different app
0,example
0,whatsapp app use default sound
0,message
0,example app submission certification problem process request
0,try minute firefox
0,work ie11
0,play short sound effect play second late
0,use sharpdx app
0,create mediaelement codebehind need strange path phone throw exception
1,hey think useful user add homepage internet explorer wp like desktop pc
0,app publisher south africa currently unable sort proper tax invoice purchase developer account
0,incredibly unpopular accountant
0,possible generate simple invoice email
0,currently ms send snail mail invoice certain country way lead way technology business
0,sure issue look email invoice great
1,receive lot spam flashsms delete immediately need possibility add phone number block list manually
0,pick number unanswered number store phone
0,hi currently wp8.1 allow backup image low quality datum high quality wifi
1,security reason like option high quality backup wifi enable phone currently connect wifi phone automatically create resize small photo upload datum cloud delete resized photo phone
0,phone find wifi able connect original high quality picture delete resized photo cloud
0,security
0,let assume phone set automatically connect available wifi network free wifi available
0,phone steal password lock possible photo enable
0,thief photo wifi backup option enable wifi available phone picture stay phone
0,possible automatically resize image phone upload datum available phone 's real owner
0,thief picture police and/or idea location
0,phone find wifi able connect original high quality picture delete resized photo cloud
1,add possibility open html file locate folder phone 's memory
0,lumia 925 run wp8.1 update extremely bad gsm 3 g 4 g signal reception
0,previous phone nokia e71 uncut sim card bar l925 1 2 bar
0,city e71 normally 4 bar l925 1 bar lose signal
0,time mobile phone work operator strong 4 5 bar signal
0,bug wp8.1 fix
0,hardware problem return phone
0,hardware problem
0,hope pause play music live tile
0,openxml sdk office winrt office primary interop assembly class winrt
0,background app like skype facebook version date close run background
